consumer_id,pmt_id,feeder_id,sanctioned_load_kw,consumer_type,meter_type,is_registered_prosumer
C-001838,PMT-0092,F-10,3.81,residential,electronic,False
C-001839,PMT-0067,F-07,47.63,industrial,analog,False
C-001840,PMT-0166,F-17,22.46,commercial,analog,False
C-001841,PMT-0128,F-13,3.13,residential,analog,False
C-001842,PMT-0030,F-03,52.23,industrial,analog,False
C-001843,PMT-0245,F-25,3.1,residential,electronic,False
C-001844,PMT-0254,F-26,5.6,residential,electronic,False
C-001845,PMT-0223,F-23,6.7,residential,analog,False
C-001846,PMT-0186,F-19,2.15,residential,analog,False
C-001847,PMT-0121,F-13,2.78,residential,analog,True
C-001848,PMT-0163,F-17,1.73,residential,electronic,False
C-001849,PMT-0157,F-16,2.12,residential,analog,True
C-001850,PMT-0050,F-05,52.55,industrial,analog,False
C-001851,PMT-0025,F-03,82.07,industrial,analog,True
C-001852,PMT-0076,F-08,4.79,residential,analog,False
C-001853,PMT-0137,F-14,1.37,residential,analog,False
C-001854,PMT-0049,F-05,5.38,residential,electronic,False
C-001855,PMT-0033,F-04,6.57,residential,analog,True
C-001856,PMT-0256,F-26,3.75,residential,analog,False
C-001857,PMT-0113,F-12,2.72,residential,analog,False
C-001858,PMT-0176,F-18,6.35,residential,analog,False
C-001859,PMT-0158,F-16,1.17,residential,electronic,False
C-001860,PMT-0221,F-23,6.71,residential,electronic,False
C-001861,PMT-0222,F-23,6.63,residential,electronic,False
C-001862,PMT-0089,F-09,22.76,commercial,electronic,False
C-001863,PMT-0255,F-26,1.63,residential,analog,False
C-001864,PMT-0112,F-12,1.75,residential,analog,False
C-001865,PMT-0251,F-26,7.11,residential,analog,False
C-001866,PMT-0122,F-13,4.33,residential,electronic,False
C-001867,PMT-0034,F-04,3.75,residential,electronic,False
C-001868,PMT-0229,F-23,5.01,residential,analog,False
C-001869,PMT-0010,F-01,1.41,residential,analog,False
C-001870,PMT-0232,F-24,5.51,residential,electronic,False
C-001871,PMT-0013,F-02,7.62,residential,analog,False
C-001872,PMT-0063,F-07,5.73,residential,analog,False
C-001873,PMT-0182,F-19,4.25,residential,analog,False
C-001874,PMT-0283,F-29,7.73,residential,analog,False
C-001875,PMT-0123,F-13,5.82,residential,analog,False
C-001876,PMT-0037,F-04,1.4,residential,electronic,False
C-001877,PMT-0070,F-07,5.69,residential,electronic,False
C-001878,PMT-0269,F-27,1.42,residential,analog,False
C-001879,PMT-0219,F-22,3.15,residential,analog,False
C-001880,PMT-0031,F-04,5.31,residential,analog,False
C-001881,PMT-0116,F-12,2.51,residential,analog,False
C-001882,PMT-0080,F-08,1.27,residential,analog,False
C-001883,PMT-0054,F-06,5.33,residential,electronic,False
C-001884,PMT-0254,F-26,10.72,commercial,electronic,False
C-001885,PMT-0186,F-19,15.66,commercial,analog,False
C-001886,PMT-0054,F-06,40.89,industrial,electronic,False
C-001887,PMT-0196,F-20,5.81,residential,analog,False
C-001888,PMT-0125,F-13,7.27,residential,electronic,False
C-001889,PMT-0019,F-02,1.61,residential,analog,False
C-001890,PMT-0135,F-14,6.5,residential,electronic,False
C-001891,PMT-0056,F-06,2.09,residential,analog,False
C-001892,PMT-0074,F-08,3.31,residential,analog,False
C-001893,PMT-0264,F-27,3.5,residential,analog,False
C-001894,PMT-0214,F-22,2.44,residential,electronic,True
C-001895,PMT-0041,F-05,1.53,residential,electronic,False
C-001896,PMT-0256,F-26,6.38,residential,analog,False
C-001897,PMT-0173,F-18,20.87,commercial,electronic,False
C-001898,PMT-0263,F-27,7.98,residential,analog,False
C-001899,PMT-0225,F-23,7.54,residential,electronic,False
C-001900,PMT-0102,F-11,13.69,commercial,electronic,True
C-001901,PMT-0161,F-17,1.93,residential,analog,True
C-001902,PMT-0160,F-16,1.07,residential,analog,True
C-001903,PMT-0216,F-22,4.72,residential,analog,False
C-001904,PMT-0075,F-08,7.02,residential,analog,False
C-001905,PMT-0100,F-10,2.88,residential,analog,False
C-001906,PMT-0074,F-08,8.98,commercial,electronic,False
C-001907,PMT-0089,F-09,4.07,residential,electronic,False
C-001908,PMT-0049,F-05,22.87,commercial,analog,True
C-001909,PMT-0011,F-02,56.13,industrial,electronic,True
C-001910,PMT-0283,F-29,6.06,residential,electronic,False
C-001911,PMT-0023,F-03,4.24,residential,analog,False
C-001912,PMT-0267,F-27,3.61,residential,electronic,False
C-001913,PMT-0001,F-01,4.09,residential,electronic,False
C-001914,PMT-0234,F-24,6.38,residential,analog,False
C-001915,PMT-0099,F-10,6.28,residential,electronic,False
C-001916,PMT-0156,F-16,13.64,commercial,analog,False
C-001917,PMT-0085,F-09,2.87,residential,analog,False
C-001918,PMT-0148,F-15,1.97,residential,analog,False
C-001919,PMT-0136,F-14,1.01,residential,electronic,False
C-001920,PMT-0159,F-16,1.79,residential,electronic,False
C-001921,PMT-0118,F-12,2.15,residential,analog,False
C-001922,PMT-0161,F-17,5.83,residential,analog,True
C-001923,PMT-0248,F-25,6.73,residential,analog,False
C-001924,PMT-0131,F-14,6.16,residential,electronic,False
C-001925,PMT-0109,F-11,6.06,residential,analog,False
C-001926,PMT-0040,F-04,7.96,residential,analog,False
C-001927,PMT-0108,F-11,7.74,residential,analog,False
C-001928,PMT-0038,F-04,10.38,commercial,analog,False
C-001929,PMT-0055,F-06,2.02,residential,electronic,False
C-001930,PMT-0286,F-29,32.26,industrial,electronic,False
C-001931,PMT-0027,F-03,7.27,residential,analog,False
C-001932,PMT-0145,F-15,1.72,residential,electronic,False
C-001933,PMT-0251,F-26,3.38,residential,electronic,True
C-001934,PMT-0286,F-29,4.71,residential,analog,False
C-001935,PMT-0045,F-05,5.29,residential,analog,True
C-001936,PMT-0050,F-05,5.17,residential,electronic,False
C-001937,PMT-0112,F-12,20.73,commercial,analog,True
C-001938,PMT-0167,F-17,5.0,residential,electronic,False
C-001939,PMT-0288,F-29,6.96,residential,analog,False
C-001940,PMT-0063,F-07,1.59,residential,electronic,False
C-001941,PMT-0050,F-05,7.01,residential,analog,False
C-001942,PMT-0076,F-08,5.13,residential,analog,True
C-001943,PMT-0263,F-27,2.56,residential,analog,False
C-001944,PMT-0010,F-01,7.84,residential,analog,False
C-001945,PMT-0115,F-12,7.58,residential,electronic,False
C-001946,PMT-0036,F-04,6.92,residential,electronic,False
C-001947,PMT-0048,F-05,7.38,residential,analog,True
C-001948,PMT-0276,F-28,3.67,residential,analog,False
C-001949,PMT-0001,F-01,2.59,residential,analog,False
C-001950,PMT-0097,F-10,8.66,commercial,analog,False
C-001951,PMT-0275,F-28,7.12,residential,electronic,False
C-001952,PMT-0183,F-19,86.13,industrial,analog,False
C-001953,PMT-0022,F-03,7.87,residential,electronic,True
C-001954,PMT-0140,F-14,6.94,residential,analog,False
C-001955,PMT-0292,F-30,5.43,residential,analog,False
C-001956,PMT-0121,F-13,2.0,residential,electronic,False
C-001957,PMT-0159,F-16,2.15,residential,electronic,False
C-001958,PMT-0160,F-16,4.32,residential,analog,True
C-001959,PMT-0199,F-20,6.37,residential,electronic,False
C-001960,PMT-0057,F-06,8.47,commercial,electronic,False
C-001961,PMT-0252,F-26,7.41,residential,analog,False
C-001962,PMT-0297,F-30,5.79,residential,analog,True
C-001963,PMT-0043,F-05,3.19,residential,analog,False
C-001964,PMT-0246,F-25,7.2,residential,analog,False
C-001965,PMT-0246,F-25,5.19,residential,electronic,False
C-001966,PMT-0223,F-23,6.13,residential,analog,False
C-001967,PMT-0112,F-12,3.7,residential,analog,False
C-001968,PMT-0141,F-15,3.75,residential,analog,False
C-001969,PMT-0252,F-26,1.09,residential,analog,False
C-001970,PMT-0046,F-05,4.77,residential,analog,False
C-001971,PMT-0249,F-25,6.33,residential,electronic,False
C-001972,PMT-0277,F-28,7.78,residential,electronic,False
C-001973,PMT-0205,F-21,7.25,residential,electronic,False
C-001974,PMT-0103,F-11,26.96,industrial,electronic,False
C-001975,PMT-0168,F-17,7.86,residential,analog,True
C-001976,PMT-0016,F-02,2.05,residential,electronic,False
C-001977,PMT-0280,F-28,5.82,commercial,electronic,False
C-001978,PMT-0103,F-11,6.24,residential,analog,False
C-001979,PMT-0018,F-02,7.34,residential,analog,False
C-001980,PMT-0239,F-24,7.65,residential,analog,False
C-001981,PMT-0198,F-20,86.0,industrial,analog,False
C-001982,PMT-0187,F-19,36.39,industrial,analog,False
C-001983,PMT-0017,F-02,2.08,residential,analog,True
C-001984,PMT-0226,F-23,1.41,residential,analog,True
C-001985,PMT-0192,F-20,5.07,residential,electronic,False
C-001986,PMT-0239,F-24,4.41,residential,analog,False
C-001987,PMT-0249,F-25,1.76,residential,analog,False
C-001988,PMT-0064,F-07,4.25,residential,electronic,True
C-001989,PMT-0064,F-07,4.97,residential,electronic,True
C-001990,PMT-0278,F-28,6.06,residential,analog,True
C-001991,PMT-0160,F-16,3.9,residential,analog,False
C-001992,PMT-0132,F-14,3.23,residential,analog,False
C-001993,PMT-0087,F-09,18.31,commercial,electronic,False
C-001994,PMT-0192,F-20,5.79,residential,electronic,False
C-001995,PMT-0227,F-23,2.89,residential,analog,False
C-001996,PMT-0001,F-01,5.4,commercial,electronic,False
C-001997,PMT-0166,F-17,7.62,residential,electronic,False
C-001998,PMT-0299,F-30,6.29,residential,electronic,False
C-001999,PMT-0085,F-09,9.02,commercial,analog,False
C-002000,PMT-0085,F-09,4.96,residential,electronic,False
C-002001,PMT-0264,F-27,5.16,residential,analog,False
C-002002,PMT-0019,F-02,7.52,commercial,analog,False
C-002003,PMT-0120,F-12,2.34,residential,analog,False
C-002004,PMT-0138,F-14,7.7,residential,analog,False
C-002005,PMT-0240,F-24,15.16,commercial,analog,False
C-002006,PMT-0039,F-04,2.34,residential,analog,False
C-002007,PMT-0131,F-14,20.95,commercial,analog,False
C-002008,PMT-0046,F-05,4.29,residential,analog,False
C-002009,PMT-0237,F-24,5.47,residential,electronic,False
C-002010,PMT-0190,F-19,3.08,residential,electronic,False
C-002011,PMT-0150,F-15,1.41,residential,analog,False
C-002012,PMT-0118,F-12,33.2,industrial,analog,False
C-002013,PMT-0046,F-05,7.81,residential,analog,False
C-002014,PMT-0277,F-28,5.37,residential,electronic,False
C-002015,PMT-0195,F-20,6.82,residential,electronic,False
C-002016,PMT-0096,F-10,21.72,industrial,analog,False
C-002017,PMT-0125,F-13,6.36,residential,electronic,False
C-002018,PMT-0218,F-22,4.39,residential,electronic,False
C-002019,PMT-0216,F-22,5.66,residential,electronic,False
C-002020,PMT-0139,F-14,3.51,residential,electronic,False
C-002021,PMT-0091,F-10,69.67,industrial,analog,True
C-002022,PMT-0198,F-20,22.85,industrial,electronic,True
C-002023,PMT-0198,F-20,1.32,residential,electronic,False
C-002024,PMT-0180,F-18,6.59,residential,electronic,False
C-002025,PMT-0022,F-03,1.87,residential,electronic,True
C-002026,PMT-0142,F-15,1.1,residential,electronic,False
C-002027,PMT-0185,F-19,7.39,residential,electronic,True
C-002028,PMT-0286,F-29,2.86,residential,analog,False
C-002029,PMT-0158,F-16,5.08,residential,analog,False
C-002030,PMT-0103,F-11,21.78,commercial,analog,False
C-002031,PMT-0167,F-17,6.22,residential,electronic,False
C-002032,PMT-0054,F-06,1.33,residential,analog,False
C-002033,PMT-0028,F-03,4.93,residential,analog,True
C-002034,PMT-0204,F-21,4.79,residential,electronic,False
C-002035,PMT-0296,F-30,3.45,residential,analog,False
C-002036,PMT-0254,F-26,6.27,residential,analog,False
C-002037,PMT-0176,F-18,7.75,residential,electronic,False
C-002038,PMT-0013,F-02,2.03,residential,analog,True
C-002039,PMT-0297,F-30,7.9,commercial,analog,True
C-002040,PMT-0135,F-14,19.69,commercial,analog,False
C-002041,PMT-0087,F-09,4.18,residential,electronic,False
C-002042,PMT-0268,F-27,6.57,residential,analog,False
C-002043,PMT-0224,F-23,1.99,residential,analog,False
C-002044,PMT-0225,F-23,1.28,residential,analog,False
C-002045,PMT-0084,F-09,75.83,industrial,electronic,False
C-002046,PMT-0298,F-30,99.58,industrial,analog,True
C-002047,PMT-0136,F-14,1.66,residential,analog,True
C-002048,PMT-0160,F-16,7.05,residential,electronic,False
C-002049,PMT-0226,F-23,3.7,residential,electronic,False
C-002050,PMT-0198,F-20,1.12,residential,analog,False
C-002051,PMT-0052,F-06,60.8,industrial,analog,False
C-002052,PMT-0091,F-10,2.95,residential,electronic,False
C-002053,PMT-0109,F-11,5.85,residential,analog,False
C-002054,PMT-0285,F-29,3.01,residential,electronic,False
C-002055,PMT-0215,F-22,4.37,residential,analog,False
C-002056,PMT-0110,F-11,2.4,residential,analog,False
C-002057,PMT-0221,F-23,21.56,commercial,analog,False
C-002058,PMT-0222,F-23,7.48,residential,analog,True
C-002059,PMT-0119,F-12,3.82,residential,electronic,False
C-002060,PMT-0121,F-13,4.14,residential,electronic,False
C-002061,PMT-0269,F-27,7.88,residential,electronic,False
C-002062,PMT-0169,F-17,1.99,residential,electronic,False
C-002063,PMT-0045,F-05,6.66,residential,analog,False
C-002064,PMT-0216,F-22,4.97,residential,electronic,False
C-002065,PMT-0177,F-18,7.17,residential,electronic,False
C-002066,PMT-0153,F-16,10.85,commercial,analog,False
C-002067,PMT-0218,F-22,3.07,residential,electronic,False
C-002068,PMT-0273,F-28,11.52,commercial,electronic,True
C-002069,PMT-0100,F-10,1.12,residential,analog,False
C-002070,PMT-0126,F-13,2.19,residential,analog,True
C-002071,PMT-0057,F-06,7.96,residential,analog,False
C-002072,PMT-0195,F-20,2.74,residential,electronic,False
C-002073,PMT-0121,F-13,1.14,residential,electronic,False
C-002074,PMT-0103,F-11,2.95,residential,electronic,True
C-002075,PMT-0209,F-21,3.86,residential,electronic,True
C-002076,PMT-0123,F-13,4.83,residential,analog,False
C-002077,PMT-0140,F-14,1.48,residential,electronic,False
C-002078,PMT-0133,F-14,83.23,industrial,analog,False
C-002079,PMT-0078,F-08,6.78,residential,electronic,False
C-002080,PMT-0038,F-04,37.05,industrial,analog,False
C-002081,PMT-0249,F-25,20.97,commercial,analog,True
C-002082,PMT-0028,F-03,12.23,commercial,analog,True
C-002083,PMT-0098,F-10,3.96,residential,analog,True
C-002084,PMT-0201,F-21,7.55,residential,analog,True
C-002085,PMT-0040,F-04,7.24,residential,analog,True
C-002086,PMT-0197,F-20,3.63,residential,analog,False
C-002087,PMT-0220,F-22,4.42,residential,electronic,False
C-002088,PMT-0199,F-20,3.01,residential,analog,False
C-002089,PMT-0092,F-10,4.61,residential,analog,False
C-002090,PMT-0006,F-01,5.77,residential,analog,False
C-002091,PMT-0267,F-27,1.65,residential,electronic,False
C-002092,PMT-0098,F-10,7.44,residential,analog,False
C-002093,PMT-0242,F-25,19.38,commercial,electronic,False
C-002094,PMT-0060,F-06,1.68,residential,analog,False
C-002095,PMT-0049,F-05,7.08,residential,analog,False
C-002096,PMT-0234,F-24,6.21,residential,electronic,False
C-002097,PMT-0282,F-29,3.19,residential,analog,False
C-002098,PMT-0259,F-26,4.65,residential,analog,False
C-002099,PMT-0226,F-23,7.02,residential,electronic,False
C-002100,PMT-0075,F-08,7.78,residential,analog,False
C-002101,PMT-0274,F-28,2.97,residential,analog,False
C-002102,PMT-0201,F-21,5.55,residential,analog,True
C-002103,PMT-0052,F-06,7.02,residential,electronic,False
C-002104,PMT-0039,F-04,7.92,residential,electronic,False
C-002105,PMT-0262,F-27,1.5,residential,analog,False
C-002106,PMT-0083,F-09,4.53,residential,analog,True
C-002107,PMT-0230,F-23,7.12,residential,analog,False
C-002108,PMT-0042,F-05,1.02,residential,analog,False
C-002109,PMT-0085,F-09,4.06,residential,electronic,False
C-002110,PMT-0086,F-09,5.09,residential,analog,False
C-002111,PMT-0085,F-09,62.12,industrial,electronic,False
C-002112,PMT-0203,F-21,6.13,residential,electronic,False
C-002113,PMT-0275,F-28,1.46,residential,analog,False
C-002114,PMT-0274,F-28,6.5,residential,electronic,False
C-002115,PMT-0223,F-23,10.66,commercial,electronic,False
C-002116,PMT-0061,F-07,21.48,commercial,analog,False
C-002117,PMT-0289,F-29,3.94,residential,analog,True
C-002118,PMT-0163,F-17,1.3,residential,electronic,False
C-002119,PMT-0164,F-17,7.75,residential,electronic,False
C-002120,PMT-0211,F-22,6.46,residential,electronic,False
C-002121,PMT-0231,F-24,3.43,residential,analog,False
C-002122,PMT-0286,F-29,2.89,residential,electronic,False
C-002123,PMT-0175,F-18,67.12,industrial,electronic,False
C-002124,PMT-0184,F-19,24.75,commercial,analog,False
C-002125,PMT-0224,F-23,3.03,residential,analog,True
C-002126,PMT-0077,F-08,95.86,industrial,analog,False
C-002127,PMT-0093,F-10,3.31,residential,electronic,False
C-002128,PMT-0188,F-19,5.93,residential,analog,False
C-002129,PMT-0020,F-02,12.63,commercial,electronic,False
C-002130,PMT-0097,F-10,1.6,residential,analog,False
C-002131,PMT-0216,F-22,7.55,residential,electronic,True
C-002132,PMT-0293,F-30,2.15,residential,analog,False
C-002133,PMT-0156,F-16,7.61,residential,electronic,False
C-002134,PMT-0120,F-12,1.72,residential,analog,False
C-002135,PMT-0133,F-14,2.87,residential,electronic,False
C-002136,PMT-0206,F-21,7.45,residential,electronic,False
C-002137,PMT-0164,F-17,5.61,residential,analog,True
C-002138,PMT-0007,F-01,2.33,residential,analog,False
C-002139,PMT-0162,F-17,5.14,residential,analog,False
C-002140,PMT-0121,F-13,2.26,residential,analog,False
C-002141,PMT-0211,F-22,7.12,residential,electronic,False
C-002142,PMT-0263,F-27,1.35,residential,analog,True
C-002143,PMT-0289,F-29,4.71,residential,electronic,False
C-002144,PMT-0184,F-19,1.44,residential,analog,False
C-002145,PMT-0109,F-11,18.9,commercial,electronic,False
C-002146,PMT-0134,F-14,7.55,residential,analog,False
C-002147,PMT-0053,F-06,6.82,residential,electronic,False
C-002148,PMT-0281,F-29,3.6,residential,analog,False
C-002149,PMT-0255,F-26,2.66,residential,electronic,False
C-002150,PMT-0257,F-26,1.85,residential,analog,True
C-002151,PMT-0099,F-10,7.12,residential,analog,False
C-002152,PMT-0097,F-10,1.57,residential,electronic,False
C-002153,PMT-0257,F-26,70.31,industrial,analog,False
C-002154,PMT-0164,F-17,3.57,residential,analog,False
C-002155,PMT-0212,F-22,24.92,commercial,analog,False
C-002156,PMT-0147,F-15,4.56,residential,electronic,False
C-002157,PMT-0133,F-14,15.98,commercial,electronic,False
C-002158,PMT-0190,F-19,93.43,industrial,analog,False
C-002159,PMT-0244,F-25,7.79,residential,electronic,False
C-002160,PMT-0101,F-11,5.09,residential,analog,False
C-002161,PMT-0243,F-25,6.57,residential,analog,True
C-002162,PMT-0074,F-08,5.44,residential,analog,False
C-002163,PMT-0121,F-13,3.99,residential,analog,False
C-002164,PMT-0274,F-28,1.4,residential,electronic,False
C-002165,PMT-0287,F-29,19.35,commercial,analog,False
C-002166,PMT-0278,F-28,5.9,residential,analog,False
C-002167,PMT-0095,F-10,1.82,residential,analog,False
C-002168,PMT-0253,F-26,2.61,residential,electronic,True
C-002169,PMT-0281,F-29,6.12,residential,analog,False
C-002170,PMT-0294,F-30,2.05,residential,analog,False
C-002171,PMT-0007,F-01,5.84,residential,electronic,False
C-002172,PMT-0224,F-23,6.03,residential,analog,False
C-002173,PMT-0300,F-30,3.47,residential,electronic,False
C-002174,PMT-0230,F-23,2.81,residential,analog,False
C-002175,PMT-0070,F-07,3.61,residential,analog,False
C-002176,PMT-0229,F-23,3.51,residential,analog,False
C-002177,PMT-0032,F-04,5.25,residential,analog,False
