consumer_id,month,billed_units_kwh,arrears_pkr,reader_id,is_theft_ground_truth,theft_type
C-003026,2022-05-01,44.88,4641.34,R-125,False,none
C-003027,2022-05-01,15.21,748.1,R-080,False,none
C-003028,2022-05-01,1188.21,996.01,R-065,False,none
C-003029,2022-05-01,334.65,1431.77,R-110,False,none
C-003030,2022-05-01,149.38,4223.73,R-075,False,none
C-003031,2022-05-01,147.0,1118.4,R-178,False,none
C-003032,2022-05-01,270.38,1252.19,R-052,False,none
C-003033,2022-05-01,80.65,1877.47,R-152,False,none
C-003034,2022-05-01,7.77,1439.93,R-099,False,none
C-003035,2022-05-01,882.75,947.62,R-059,False,none
C-003036,2022-05-01,487.92,110.07,R-103,False,none
C-003037,2022-05-01,41.61,215.57,R-027,False,none
C-003038,2022-05-01,28.38,465.37,R-116,False,none
C-003039,2022-05-01,87.78,6746.32,R-158,False,none
C-003040,2022-05-01,928.33,2499.67,R-131,False,none
C-003041,2022-05-01,546.97,955.23,R-004,False,none
C-003042,2022-05-01,1736.24,43.91,R-130,False,none
C-003043,2022-05-01,106.42,68.93,R-006,False,none
C-003044,2022-05-01,177.98,1210.38,R-081,False,none
C-003045,2022-05-01,969.89,2039.95,R-140,True,nighttime_ac
C-003046,2022-05-01,3786.49,2631.68,R-199,False,none
C-003047,2022-05-01,369.72,2828.86,R-215,False,none
C-003048,2022-05-01,412.2,2232.52,R-113,False,none
C-003049,2022-05-01,2498.9,1084.67,R-047,False,none
C-003050,2022-05-01,184.69,80.45,R-184,False,none
C-003051,2022-05-01,500.41,76.59,R-079,False,none
C-003052,2022-05-01,1345.97,1229.06,R-123,False,none
C-003053,2022-05-01,6.9,233.84,R-044,False,none
C-003054,2022-05-01,254.58,4363.5,R-082,False,none
C-003055,2022-05-01,368.49,113.39,R-106,False,none
C-003056,2022-05-01,262.14,3127.19,R-163,False,none
C-003057,2022-05-01,13.17,1561.05,R-198,False,none
C-003058,2022-05-01,274.66,271.06,R-039,True,kunda
C-003059,2022-05-01,168.53,3912.8,R-124,False,none
C-003060,2022-05-01,270.9,1788.51,R-214,False,none
C-003061,2022-05-01,398.46,430.02,R-004,False,none
C-003062,2022-05-01,431.99,1753.93,R-126,False,none
C-003063,2022-05-01,344.98,1418.44,R-169,False,none
C-003064,2022-05-01,2331.88,621.03,R-023,False,none
C-003065,2022-05-01,353.52,763.71,R-147,False,none
C-003066,2022-05-01,38.46,953.33,R-093,True,nighttime_ac
C-003067,2022-05-01,446.19,1403.3,R-133,False,none
C-003068,2022-05-01,763.29,689.47,R-157,False,none
C-003069,2022-05-01,166.08,1322.04,R-032,False,none
C-003070,2022-05-01,456.72,1335.31,R-015,False,none
C-003071,2022-05-01,277.0,1822.86,R-070,False,none
C-003072,2022-05-01,143.49,406.53,R-058,False,none
C-003073,2022-05-01,1684.62,1197.44,R-064,False,none
C-003074,2022-05-01,219.83,4038.64,R-204,False,none
C-003075,2022-05-01,558.91,1625.2,R-152,False,none
C-003076,2022-05-01,1624.36,571.0,R-079,False,none
C-003077,2022-05-01,213.19,955.57,R-134,False,none
C-003078,2022-05-01,441.63,755.55,R-036,False,none
C-003079,2022-05-01,451.25,2388.63,R-041,False,none
C-003080,2022-05-01,472.93,1495.27,R-022,False,none
C-003081,2022-05-01,257.05,2873.26,R-094,False,none
C-003082,2022-05-01,472.84,605.14,R-137,False,none
C-003083,2022-05-01,147.2,1209.27,R-112,False,none
C-003084,2022-05-01,249.34,349.57,R-123,False,none
C-003085,2022-05-01,481.07,1580.13,R-036,False,none
C-003086,2022-05-01,688.13,4832.14,R-143,False,none
C-003087,2022-05-01,178.35,1488.29,R-122,False,none
C-003088,2022-05-01,213.19,554.93,R-211,False,none
C-003089,2022-05-01,412.19,1236.43,R-055,False,none
C-003090,2022-05-01,1359.46,3824.74,R-014,False,none
C-003091,2022-05-01,665.92,2505.12,R-101,False,none
C-003092,2022-05-01,403.66,330.81,R-044,False,none
C-003093,2022-05-01,1529.92,493.75,R-039,False,none
C-003094,2022-05-01,7131.92,2455.36,R-052,False,none
C-003095,2022-05-01,239.73,318.31,R-150,False,none
C-003096,2022-05-01,398.65,1092.35,R-094,False,none
C-003097,2022-05-01,115.84,2017.94,R-193,False,none
C-003098,2022-05-01,251.25,1971.66,R-027,False,none
C-003099,2022-05-01,604.6,6600.73,R-206,False,none
C-003100,2022-05-01,376.71,401.58,R-091,False,none
C-003101,2022-05-01,1867.27,1585.97,R-118,False,none
C-003102,2022-05-01,134.9,5412.76,R-180,False,none
C-003103,2022-05-01,4085.41,1306.59,R-109,False,none
C-003104,2022-05-01,748.98,1686.44,R-037,False,none
C-003105,2022-05-01,416.59,1705.22,R-053,True,fixed_shunt
C-003106,2022-05-01,176.6,3778.32,R-202,False,none
C-003107,2022-05-01,763.01,69.36,R-016,False,none
C-003108,2022-05-01,251.29,183.11,R-201,False,none
C-003109,2022-05-01,548.22,143.32,R-149,False,none
C-003110,2022-05-01,359.39,321.13,R-113,False,none
C-003111,2022-05-01,264.04,1536.95,R-070,False,none
C-003112,2022-05-01,73.18,321.22,R-190,False,none
C-003113,2022-05-01,86.45,214.75,R-008,False,none
C-003114,2022-05-01,166.06,473.81,R-157,False,none
C-003115,2022-05-01,166.55,1850.46,R-047,False,none
C-003116,2022-05-01,1199.48,526.53,R-079,False,none
C-003117,2022-05-01,291.8,338.69,R-015,False,none
C-003118,2022-05-01,133.02,1758.31,R-124,False,none
C-003119,2022-05-01,498.14,3533.69,R-033,False,none
C-003120,2022-05-01,226.72,55.49,R-026,False,none
C-003121,2022-05-01,188.1,482.29,R-073,False,none
C-003122,2022-05-01,52.13,145.7,R-110,False,none
C-003123,2022-05-01,122.47,3211.63,R-208,False,none
C-003124,2022-05-01,11.7,1267.46,R-183,False,none
C-003125,2022-05-01,366.06,60.39,R-089,False,none
C-003126,2022-05-01,244.08,254.63,R-129,False,none
C-003127,2022-05-01,13.38,1162.36,R-170,False,none
C-003128,2022-05-01,399.31,2338.67,R-085,False,none
C-003129,2022-05-01,224.92,2141.88,R-169,False,none
C-003130,2022-05-01,59.12,483.51,R-146,False,none
C-003131,2022-05-01,323.74,1243.18,R-155,False,none
C-003132,2022-05-01,1564.75,614.37,R-215,False,none
C-003133,2022-05-01,265.05,70.4,R-083,False,none
C-003134,2022-05-01,604.31,1253.84,R-015,False,none
C-003135,2022-05-01,185.89,755.03,R-119,False,none
C-003136,2022-05-01,322.15,2014.36,R-073,False,none
C-003137,2022-05-01,781.95,1567.03,R-013,True,fixed_shunt
C-003138,2022-05-01,301.82,1356.94,R-035,True,peak_hour_shaver
C-003139,2022-05-01,218.36,1191.61,R-118,False,none
C-003140,2022-05-01,39.71,1670.41,R-211,False,none
C-003141,2022-05-01,602.91,4546.66,R-075,False,none
C-003142,2022-05-01,69.82,56.76,R-121,False,none
C-003143,2022-05-01,7.15,1153.58,R-039,False,none
C-003144,2022-05-01,638.61,1090.21,R-029,False,none
C-003145,2022-05-01,800.42,1744.34,R-173,True,fixed_shunt
C-003146,2022-05-01,87.84,304.42,R-135,False,none
C-003147,2022-05-01,416.31,762.07,R-042,False,none
C-003148,2022-05-01,232.4,246.13,R-111,False,none
C-003149,2022-05-01,780.44,1506.45,R-128,False,none
C-003150,2022-05-01,63.41,3803.42,R-014,False,none
C-003151,2022-05-01,370.29,316.17,R-067,False,none
C-003152,2022-05-01,305.73,3361.83,R-191,False,none
C-003153,2022-05-01,432.36,293.04,R-080,False,none
C-003154,2022-05-01,10.87,1224.25,R-157,False,none
C-003155,2022-05-01,631.11,2447.4,R-134,False,none
C-003156,2022-05-01,403.68,2402.96,R-002,False,none
C-003157,2022-05-01,15.51,250.73,R-209,False,none
C-003158,2022-05-01,262.07,1810.24,R-212,False,none
C-003159,2022-05-01,1759.66,193.26,R-148,False,none
C-003160,2022-05-01,87.28,1532.64,R-036,False,none
C-003161,2022-05-01,1291.82,623.46,R-186,False,none
C-003162,2022-05-01,1044.25,803.81,R-001,False,none
C-003163,2022-05-01,477.62,2177.86,R-113,False,none
C-003164,2022-05-01,339.13,3629.56,R-094,False,none
C-003165,2022-05-01,265.55,462.36,R-154,False,none
C-003166,2022-05-01,397.49,1333.63,R-031,False,none
C-003167,2022-05-01,31.66,84.83,R-193,False,none
C-003168,2022-05-01,225.28,888.58,R-126,False,none
C-003169,2022-05-01,332.7,1120.47,R-058,False,none
C-003170,2022-05-01,204.87,1013.67,R-069,False,none
C-003171,2022-05-01,5047.96,344.79,R-152,False,none
C-003172,2022-05-01,9.62,2423.0,R-041,False,none
C-003173,2022-05-01,773.89,2255.47,R-066,False,none
C-003174,2022-05-01,5800.78,2883.71,R-217,False,none
C-003175,2022-05-01,82.81,364.99,R-194,False,none
C-003176,2022-05-01,44.52,2948.06,R-074,False,none
C-003177,2022-05-01,1394.48,1907.43,R-123,False,none
C-003178,2022-05-01,287.7,1774.43,R-092,False,none
C-003179,2022-05-01,104.06,482.35,R-045,False,none
C-003180,2022-05-01,352.39,209.09,R-065,True,kunda
C-003181,2022-05-01,1128.17,723.19,R-024,False,none
C-003182,2022-05-01,1061.22,91.18,R-185,True,fixed_shunt
C-003183,2022-05-01,143.45,3214.14,R-055,False,none
C-003184,2022-05-01,36.38,21.39,R-044,False,none
C-003185,2022-05-01,13.95,4096.98,R-141,False,none
C-003186,2022-05-01,430.06,333.53,R-029,False,none
C-003187,2022-05-01,200.04,1829.31,R-211,False,none
C-003188,2022-05-01,404.13,2390.83,R-194,False,none
C-003189,2022-05-01,85.89,602.09,R-091,False,none
C-003190,2022-05-01,17.38,431.57,R-041,False,none
C-003191,2022-05-01,240.88,1119.34,R-031,False,none
C-003192,2022-05-01,488.33,2424.76,R-189,True,intermittent_hookup
C-003193,2022-05-01,165.21,70.08,R-098,False,none
C-003194,2022-05-01,496.46,2740.7,R-128,False,none
C-003195,2022-05-01,228.11,1157.68,R-028,False,none
C-003196,2022-05-01,404.72,736.12,R-182,False,none
C-003197,2022-05-01,119.23,140.23,R-114,False,none
C-003198,2022-05-01,564.2,564.03,R-016,True,slab_defender
C-003199,2022-05-01,104.16,3365.44,R-017,False,none
C-003200,2022-05-01,443.17,1803.96,R-212,False,none
C-003201,2022-05-01,583.88,1162.01,R-013,True,fixed_shunt
C-003202,2022-05-01,403.51,2701.39,R-066,False,none
C-003203,2022-05-01,1573.98,3092.83,R-003,False,none
C-003204,2022-05-01,218.64,2059.98,R-013,False,none
C-003205,2022-05-01,878.19,408.31,R-179,False,none
C-003206,2022-05-01,338.08,3481.81,R-169,False,none
C-003207,2022-05-01,8.97,3739.85,R-073,False,none
C-003208,2022-05-01,1149.44,1355.63,R-040,False,none
C-003209,2022-05-01,8.98,2745.71,R-055,False,none
C-003210,2022-05-01,61.3,966.56,R-078,False,none
C-003211,2022-05-01,4.8,52.34,R-171,False,none
C-003212,2022-05-01,31.88,698.86,R-131,False,none
C-003213,2022-05-01,410.99,602.23,R-098,True,slab_defender
C-003214,2022-05-01,205.66,3085.77,R-016,False,none
C-003215,2022-05-01,387.2,2628.77,R-026,False,none
C-003216,2022-05-01,178.86,2407.65,R-045,False,none
C-003217,2022-05-01,222.42,1137.5,R-047,False,none
C-003218,2022-05-01,39.34,369.09,R-108,False,none
C-003219,2022-05-01,12.03,4132.34,R-190,False,none
C-003220,2022-05-01,470.09,1157.32,R-093,False,none
C-003221,2022-05-01,45.99,1217.62,R-073,False,none
C-003222,2022-05-01,121.86,3876.6,R-123,False,none
C-003223,2022-05-01,256.2,448.94,R-017,False,none
C-003224,2022-05-01,39.94,499.55,R-161,False,none
C-003225,2022-05-01,247.14,402.97,R-013,True,nighttime_ac
C-003226,2022-05-01,116.74,1125.93,R-078,False,none
C-003227,2022-05-01,503.4,1406.71,R-210,False,none
C-003228,2022-05-01,15.13,944.72,R-089,False,none
C-003229,2022-05-01,161.1,3281.24,R-165,False,none
C-003230,2022-05-01,885.31,328.69,R-060,False,none
C-003231,2022-05-01,322.94,822.96,R-188,False,none
C-003232,2022-05-01,93.31,108.07,R-075,False,none
C-003233,2022-05-01,261.39,317.5,R-051,False,none
C-003234,2022-05-01,393.8,312.62,R-012,False,none
C-003235,2022-05-01,362.67,1027.71,R-068,False,none
C-003236,2022-05-01,385.19,1283.32,R-128,True,kunda
C-003237,2022-05-01,3052.6,1858.01,R-014,True,kunda
C-003238,2022-05-01,690.56,739.11,R-039,False,none
C-003239,2022-05-01,239.06,124.55,R-077,False,none
C-003240,2022-05-01,226.91,784.25,R-158,False,none
C-003241,2022-05-01,393.99,1199.17,R-132,False,none
C-003242,2022-05-01,267.56,3443.77,R-010,False,none
C-003243,2022-05-01,1441.69,1931.67,R-009,False,none
C-003244,2022-05-01,47.22,597.02,R-014,False,none
C-003245,2022-05-01,232.34,734.11,R-073,False,none
C-003246,2022-05-01,409.3,719.96,R-063,False,none
C-003247,2022-05-01,34.78,1221.42,R-026,False,none
C-003248,2022-05-01,869.08,801.5,R-097,False,none
C-003249,2022-05-01,1122.33,813.59,R-131,False,none
C-003250,2022-05-01,284.66,296.25,R-153,False,none
C-003251,2022-05-01,4407.6,2088.38,R-219,False,none
C-003252,2022-05-01,97.61,1184.93,R-153,False,none
C-003253,2022-05-01,325.18,698.02,R-217,False,none
C-003254,2022-05-01,150.5,20.46,R-215,False,none
C-003255,2022-05-01,527.51,686.08,R-187,False,none
C-003256,2022-05-01,399.32,658.66,R-078,False,none
C-003257,2022-05-01,14.03,419.66,R-010,False,none
C-003258,2022-05-01,668.43,319.78,R-014,False,none
C-003259,2022-05-01,150.0,58.97,R-192,False,none
C-003260,2022-05-01,435.75,1796.55,R-190,False,none
C-003261,2022-05-01,6.08,472.0,R-069,False,none
C-003262,2022-05-01,8.75,4100.2,R-161,False,none
C-003263,2022-05-01,164.47,2940.11,R-100,False,none
C-003264,2022-05-01,104.33,4846.68,R-015,False,none
C-003265,2022-05-01,84.67,434.68,R-144,False,none
C-003266,2022-05-01,456.77,2042.61,R-019,False,none
C-003267,2022-05-01,22.45,1442.27,R-029,False,none
C-003268,2022-05-01,348.71,15.57,R-105,False,none
C-003269,2022-05-01,3415.09,307.34,R-016,False,none
C-003270,2022-05-01,747.93,2346.02,R-076,False,none
C-003271,2022-05-01,208.0,405.59,R-166,False,none
C-003272,2022-05-01,357.94,2362.89,R-132,False,none
C-003273,2022-05-01,834.63,17.56,R-013,False,none
C-003274,2022-05-01,161.02,3869.68,R-049,True,gradual_slowdown
C-003275,2022-05-01,6.91,281.83,R-219,False,none
C-003276,2022-05-01,375.08,204.42,R-212,False,none
C-003277,2022-05-01,258.45,1347.82,R-203,False,none
C-003278,2022-05-01,48.31,127.36,R-113,False,none
C-003279,2022-05-01,230.75,587.93,R-095,False,none
C-003280,2022-05-01,60.08,1604.86,R-166,False,none
C-003281,2022-05-01,9.01,1615.85,R-211,False,none
C-003282,2022-05-01,106.65,2436.1,R-028,False,none
C-003283,2022-05-01,825.86,3258.5,R-197,False,none
C-003284,2022-05-01,44.97,2740.64,R-136,False,none
C-003285,2022-05-01,120.11,564.68,R-032,False,none
C-003286,2022-05-01,497.42,144.61,R-191,False,none
C-003287,2022-05-01,33.78,812.03,R-008,False,none
C-003288,2022-05-01,378.05,97.18,R-006,False,none
C-003289,2022-05-01,353.78,1684.24,R-081,False,none
C-003290,2022-05-01,855.02,1147.65,R-119,False,none
C-003291,2022-05-01,482.51,1394.14,R-095,False,none
C-003292,2022-05-01,430.92,632.06,R-055,False,none
C-003293,2022-05-01,12.63,2664.37,R-145,False,none
C-003294,2022-05-01,35.69,1594.99,R-106,False,none
C-003295,2022-05-01,218.37,208.64,R-027,False,none
C-003296,2022-05-01,11.3,3647.16,R-180,False,none
C-003297,2022-05-01,437.68,857.21,R-068,True,kunda
C-003298,2022-05-01,125.48,664.95,R-152,False,none
C-003299,2022-05-01,334.51,227.54,R-078,False,none
C-003300,2022-05-01,403.24,5084.7,R-166,False,none
C-003301,2022-05-01,3315.64,2231.36,R-063,True,nighttime_ac
C-003302,2022-05-01,512.2,1692.87,R-047,False,none
C-003303,2022-05-01,613.42,185.28,R-017,False,none
C-003304,2022-05-01,4846.24,1499.84,R-184,False,none
C-003305,2022-05-01,53.51,1293.6,R-159,False,none
C-003306,2022-05-01,205.89,2708.47,R-136,False,none
C-003307,2022-05-01,192.64,996.87,R-134,False,none
C-003308,2022-05-01,232.03,149.95,R-016,False,none
C-003309,2022-05-01,141.04,135.84,R-091,False,none
C-003310,2022-05-01,49.47,1400.89,R-190,False,none
C-003311,2022-05-01,2165.45,280.72,R-064,False,none
C-003312,2022-05-01,2464.91,777.11,R-013,False,none
C-003313,2022-05-01,13.44,3734.61,R-185,False,none
C-003314,2022-05-01,621.5,900.63,R-007,False,none
C-003315,2022-05-01,309.53,2923.54,R-152,False,none
C-003316,2022-05-01,32.27,776.64,R-184,False,none
C-003317,2022-05-01,290.11,76.41,R-164,False,none
C-003318,2022-05-01,310.37,818.37,R-003,True,intermittent_hookup
C-003319,2022-05-01,446.39,380.35,R-198,False,none
C-003320,2022-05-01,51.61,284.93,R-020,False,none
C-003321,2022-05-01,195.86,923.74,R-188,False,none
C-003322,2022-05-01,130.14,1399.1,R-004,False,none
C-003323,2022-05-01,400.14,1407.87,R-109,False,none
C-003324,2022-05-01,13.52,3010.2,R-194,False,none
C-003325,2022-05-01,9.43,656.16,R-058,False,none
C-003326,2022-05-01,718.29,866.06,R-010,False,none
C-003327,2022-05-01,336.89,183.47,R-020,False,none
C-003328,2022-05-01,437.94,188.93,R-082,False,none
C-003329,2022-05-01,58.55,1643.59,R-080,False,none
C-003330,2022-05-01,583.39,1191.63,R-048,False,none
C-003331,2022-05-01,763.89,31.35,R-101,False,none
C-003332,2022-05-01,660.41,240.29,R-076,False,none
C-003333,2022-05-01,471.24,386.06,R-130,False,none
C-003334,2022-05-01,506.33,11.2,R-064,False,none
C-003335,2022-05-01,271.22,364.21,R-070,False,none
C-003336,2022-05-01,50.49,2470.74,R-196,False,none
C-003337,2022-05-01,101.12,29.0,R-173,False,none
C-003338,2022-05-01,1313.26,14.31,R-170,False,none
C-003339,2022-05-01,811.57,952.91,R-084,False,none
C-003340,2022-05-01,83.54,2633.56,R-195,False,none
C-003341,2022-05-01,131.18,1389.84,R-076,False,none
C-003342,2022-05-01,557.17,3292.46,R-159,False,none
C-003343,2022-05-01,105.02,310.03,R-166,False,none
C-003344,2022-05-01,12.92,1231.67,R-073,False,none
C-003345,2022-05-01,274.12,185.93,R-136,False,none
C-003346,2022-05-01,421.98,152.0,R-041,False,none
C-003347,2022-05-01,452.05,463.66,R-085,False,none
C-003348,2022-05-01,493.09,25.19,R-117,True,slab_defender
C-003349,2022-05-01,284.59,3409.36,R-147,False,none
C-003350,2022-05-01,356.43,2906.66,R-079,False,none
C-003351,2022-05-01,655.28,2516.08,R-157,False,none
C-003352,2022-05-01,472.57,6271.65,R-142,False,none
C-003353,2022-05-01,1234.59,76.77,R-191,False,none
C-003354,2022-05-01,826.19,3872.78,R-009,False,none
C-003355,2022-05-01,503.79,439.1,R-113,False,none
C-003356,2022-05-01,367.87,691.58,R-157,False,none
C-003357,2022-05-01,253.49,1467.79,R-093,False,none
C-003358,2022-05-01,164.12,3780.39,R-066,False,none
C-003359,2022-05-01,335.49,5782.65,R-128,False,none
C-003360,2022-05-01,324.02,1724.69,R-102,False,none
C-003361,2022-05-01,155.15,796.34,R-095,False,none
C-003362,2022-05-01,76.0,594.38,R-216,False,none
C-003363,2022-05-01,219.28,251.43,R-094,True,peak_hour_shaver
C-003364,2022-05-01,849.68,948.42,R-048,False,none
C-003365,2022-05-01,625.72,113.43,R-004,False,none
C-003366,2022-05-01,191.97,958.93,R-026,False,none
C-003367,2022-05-01,409.39,3784.87,R-119,False,none
C-003368,2022-05-01,282.27,593.96,R-047,False,none
C-003369,2022-05-01,375.25,3966.5,R-025,False,none
C-003370,2022-05-01,792.71,1312.97,R-078,False,none
C-003371,2022-05-01,473.61,569.42,R-053,False,none
C-003372,2022-05-01,436.5,741.66,R-118,False,none
C-003373,2022-05-01,23.91,6251.82,R-013,False,none
C-003374,2022-05-01,358.99,1115.73,R-216,False,none
C-003375,2022-05-01,439.42,393.84,R-201,False,none
C-003376,2022-05-01,92.79,721.88,R-192,False,none
C-003377,2022-05-01,259.07,225.22,R-038,False,none
C-003378,2022-05-01,3118.14,344.65,R-158,True,kunda
C-003379,2022-05-01,61.45,1699.2,R-004,False,none
C-003380,2022-05-01,13019.11,1138.98,R-159,False,none
C-003381,2022-05-01,305.75,764.51,R-176,False,none
C-003382,2022-05-01,1080.3,190.03,R-063,False,none
C-003383,2022-05-01,829.41,1241.69,R-103,False,none
C-003384,2022-05-01,11.81,716.25,R-205,False,none
C-003385,2022-05-01,591.66,330.02,R-044,False,none
C-003386,2022-05-01,246.24,281.42,R-119,False,none
C-003387,2022-05-01,10.85,2396.11,R-067,False,none
C-003388,2022-05-01,1357.45,84.51,R-036,False,none
C-003389,2022-05-01,328.79,839.25,R-150,False,none
C-003390,2022-05-01,573.34,2907.29,R-210,False,none
C-003391,2022-05-01,231.1,2935.92,R-125,False,none
C-003392,2022-05-01,457.71,3356.65,R-112,False,none
C-003393,2022-05-01,3638.88,5135.43,R-118,False,none
C-003394,2022-05-01,68.37,1502.83,R-035,False,none
C-003395,2022-05-01,154.92,934.38,R-045,False,none
C-003396,2022-05-01,83.32,2590.17,R-162,False,none
C-003397,2022-05-01,188.57,1934.87,R-129,False,none
C-003398,2022-05-01,228.69,4121.83,R-052,False,none
C-003399,2022-05-01,371.01,1153.52,R-005,False,none
C-003400,2022-05-01,38.41,265.56,R-042,False,none
C-003401,2022-05-01,21.64,247.9,R-112,False,none
C-003402,2022-05-01,1621.9,5667.74,R-059,False,none
C-003403,2022-05-01,425.83,346.83,R-161,False,none
C-003404,2022-05-01,1666.28,2259.18,R-128,False,none
C-003405,2022-05-01,39.98,344.91,R-033,False,none
C-003406,2022-05-01,711.93,331.23,R-065,False,none
C-003407,2022-05-01,136.51,2685.4,R-008,False,none
C-003408,2022-05-01,393.32,1143.92,R-009,False,none
C-003409,2022-05-01,50.78,1959.22,R-166,False,none
C-003410,2022-05-01,109.34,575.63,R-086,False,none
C-003411,2022-05-01,608.14,504.09,R-194,False,none
C-003412,2022-05-01,133.81,171.21,R-052,False,none
C-003413,2022-05-01,682.45,1391.01,R-071,False,none
C-003414,2022-05-01,322.13,752.18,R-113,False,none
C-003415,2022-05-01,151.2,2485.47,R-062,False,none
C-003416,2022-05-01,212.84,1089.55,R-102,False,none
C-003417,2022-05-01,844.85,1162.58,R-027,False,none
C-003418,2022-05-01,492.93,1425.01,R-018,True,intermittent_hookup
